1,1,:,4,7,:,4,7,:,9,0,9
1,1,:,4,8,:,3,0,:,7,4,6
1,1,:,4,8,:,3,1,:,8,2,6
1,1,:,4,8,:,3,2,:,0,0,7
1,1,:,4,8,:,3,2,:,5,4,6
1,1,:,4,8,:,3,3,:,0,8,6
1,1,:,4,8,:,3,3,:,9,8,6
1,1,:,4,8,:,3,4,:,5,2,6
1,1,:,4,8,:,3,4,:,7,0,3
1,1,:,4,8,:,3,5,:,4,2,6
1,1,:,4,8,:,3,8,:,1,2,6
1,1,:,4,8,:,3,8,:,8,4,2
